6178,26,4479.843137,1311.118786,433.3385863,-1646.77456,0.0051,0.01367,0.0223,0.02969,BAP-240 45,,,
6179,26,9251.714286,1243.170561,410.9614166,-481.7623616,0.0028,0.01367,0.0244,0.02982,BAP-240 60,,,
6180,26,1778.642922,672.6707424,410.4796434,-644.8415584,0.00876,0.0225,0.02923,0.03,GUD-180,,,
6181,26,6323.195294,1064.657297,348.671577,34.04571429,0.0034,0.0145,0.02509,0.02929,GUD-240,,,
6182,26,7616.533,2410.21913,264.2387,853.5838,0.0012,0.0035,0.0096,0.00713,GP-95_中柱,,,
6183,26,5579.874,1607.14266,355.4784,-554.696,0.0019,0.00483,0.0096,0.01255,HDP-10_中柱,,,
6184,26,9369.244,5111.65091,1351.708,-265.532,0.0018,0.004,0.0063,0.01175,HDP-15_中柱,,,
6185,26,11601.09,3580.80441,460.9727,-1484.29,0.0022,0.00583,0.015,0.01888,HDP-20_中柱,,,
6186,26,20416.86667,7579.809524,578.9812332,-279.0143737,0.0012,0.00309,0.01055,0.01542,HDP-CC,,,
6187,26,15353.96,2704.49133,686.9574,-17762.9,0.0018,0.01183,0.0207,0.02163,PBC-27(180-210),,,
6188,26,20487.13,2601.22027,947.9741,-10137.04,0.0024,0.01483,0.0244,0.02525,PBC-49(240-390),,,
6189,26,10465.52,5260.815047,375.6199,-302.567,0.00273,0.00592,0.01939,0.02419,HDCⅢ-S,,,
6190,26,11350.42,4031.127517,904.5722,-1781.21,0.00349,0.00945,0.01728,0.02081,HDCⅢ-L,,,
6191,26,30235.81,8968.58468,2314.077,-4778.44,0.0021,0.00667,0.0117,0.01427,PBH-63,,,
6192,26,4669.423221,1416.810127,484.5538462,-878.9955157,0.00267,0.00583,0.00973,0.01196,HMP-140,,,
6193,26,17434.44068,7466.742857,1108.653595,-367.7318436,0.00059,0.00129,0.00282,0.0064,HMP-260,,,
6194,26,4595.959184,706.276644,328.1085271,-497.7163636,0.00196,0.01078,0.01594,0.01869,GP-140,,,
6195,26,7076.26087,12169.87013,2180.740741,-8137.75,0.00092,0.00169,0.0025,0.00282,GP-190,,,
6196,26,28630.11765,8577.706667,898.2,-480.0352423,0.00034,0.00109,0.00309,0.00536,GP-235,,,
6197,26,3446.176,624.6171429,355.9771429,-227.0582857,0.005,0.012,0.019,0.0295,HDA-15,,,
6198,26,8038.4,2920.21034,553.9133872,-536.0773414,0.0044,0.01117,0.223,0.02892,HDA-35,,,
6199,26,6694.009302,1815.07907,636.0824742,-510.3206107,0.0043,0.0129,0.02066,0.0259,HDA-25Ⅳ,,,
6217,26,4827.6,837.8,444,-1696.6,0.00232,0.01058,0.01513,0.01658,RP-10_柱頭・柱脚_中,,,
6218,26,2582.4,376.7,222.2,-450.7,0.00182,0.00766,0.01135,0.01348,RP-10_柱頭・柱脚_隅,,,
6219,26,3360.6,1038,334.3,-579,0.0033,0.0133,0.02045,0.02627,RP-10_柱頭・柱脚_出隅,,,
6220,26,6750.5,2328.7,415.8,-486.2,0.00203,0.00492,0.01038,0.01323,RP-10_継_中,,,
6221,26,6750.5,2328.7,415.8,-486.2,0.00203,0.00492,0.01038,0.01323,RP-10_継_隅,,,
6222,26,6750.5,2328.7,415.8,-486.2,0.00203,0.00492,0.01038,0.01323,RP-10_継_出隅,,,
6223,26,7680.6,705.9,388.7,-289.6,0.00156,0.00818,0.01299,0.0173,RP-10(+)_柱頭・柱脚_中,,,
6224,26,2582.4,376.7,222.2,-450.7,0.00182,0.00766,0.01135,0.01348,RP-10(+)_柱頭・柱脚_隅,,,
6225,26,1801.6,968.1,160.8,-565.6,0.00572,0.01261,0.02427,0.02762,RP-10(+)_柱頭・柱脚_出隅,,,
6226,26,17214.8,2258,725.5,-914.9,0.00123,0.00622,0.01119,0.01407,PZ-HDP-15_柱頭・柱脚_中,,,
6227,26,1930.1,436.2,194.6,-1366.9,0.00515,0.01911,0.02831,0.03,PZ-HDP-15_柱頭・柱脚_隅,,,
6228,26,4407.5,1219.5,327.2,-1578.4,0.00368,0.01431,0.02424,0.02673,PZ-HDP-15_柱頭・柱脚_出隅,,,
6229,26,14765.2,2201.9,701.5,-1124.3,0.00165,0.00838,0.01459,0.01787,PZ-HDP-20_柱頭・柱脚_中,,,
6230,26,2990.8,1156,615.5,-9128.4,0.00565,0.01362,0.01834,0.01863,PZ-HDP-20_柱頭・柱脚_隅,,,
6231,26,2990.8,1156,615.5,-9128.4,0.00565,0.01362,0.01834,0.01863,PZ-HDP-20_柱頭・柱脚_出隅,,,
6232,26,5077.5,990.1,444.5,-1030.3,0.00483,0.01706,0.02617,0.03,PZ-HDP-20CN_柱頭・柱脚_中,,,
6233,26,5077.5,990.1,444.5,-1030.3,0.00483,0.01706,0.02617,0.03,PZ-HDP-20CN_柱頭・柱脚_隅,,,
6234,26,5077.5,990.1,444.5,-1030.3,0.00483,0.01706,0.02617,0.03,PZ-HDP-20CN_柱頭・柱脚_出隅,,,
6235,26,11649.7,4984,2327.1,2447.1,0.00263,0.00451,0.00642,0.01007,PZ-HDP-30HJ_継_中,,,
6236,26,11649.7,4984,2327.1,2447.1,0.00263,0.00451,0.00642,0.01007,PZ-HDP-30HJ_継_隅,,,
6237,26,11649.7,4984,2327.1,2447.1,0.00263,0.00451,0.00642,0.01007,PZ-HDP-30HJ_継_出隅,,,
6238,26,11649.7,4984,2327.1,2447.1,0.00263,0.00451,0.00642,0.01007,PZ-HDP-30_柱頭・柱脚_中,,,
6239,26,11649.7,4984,2327.1,2447.1,0.00263,0.00451,0.00642,0.01007,PZ-HDP-30_柱頭・柱脚_隅,,,
6240,26,11649.7,4984,2327.1,2447.1,0.00263,0.00451,0.00642,0.01007,PZ-HDP-30_柱頭・柱脚_出隅,,,
6241,26,4707.6,811.7,291,-2133,0.00259,0.00768,0.01389,0.01428,FP-140_柱頭・柱脚_中,,,
6242,26,2562.3,521.1,228.8,-656.9,0.00465,0.01542,0.02393,0.02628,FP-140_柱頭・柱脚_出隅,,,
6243,26,4186.3,1619.1,499.7,-571.8,0.00268,0.00502,0.00835,0.01057,FP-260_柱頭・柱脚_中,,,
6244,26,4186.3,1619.1,499.7,-571.8,0.00268,0.00502,0.00835,0.01057,FP-260_柱頭・柱脚_隅,,,
6245,26,4186.3,1619.1,499.7,-571.8,0.00268,0.00502,0.00835,0.01057,FP-260_柱頭・柱脚_出隅,,,
6246,26,16706.6,6781.3,2654.7,-1856.3,0.0018,0.00389,0.00574,0.00826,PS-OP30_柱脚_中,,,
6247,26,16706.6,6781.3,2654.7,-1856.3,0.0018,0.00389,0.00574,0.00826,PS-OP30_柱脚_隅,,,
6248,26,16706.6,6781.3,2654.7,-1856.3,0.0018,0.00389,0.00574,0.00826,PS-OP30_柱脚_出隅,,,
6249,26,7771.7,2341.4,923.1,-3360,0.004,0.0123,0.01838,0.02036,PSHD-30CN-Ⅱ_柱脚_出隅,,,
6250,26,13493.7,5504.5,1863.4,-3648.5,0.00224,0.00568,0.00861,0.01027,PSHD-30ST-Ⅱ_柱脚_中,,,
6251,26,21667.1,10627.3,2562.7,-1623.9,0.00212,0.00482,0.00806,0.01173,PSBP-45_柱脚_中,,,
6252,26,21667.1,10627.3,2562.7,-1623.9,0.00212,0.00482,0.00806,0.01173,PSBP-45_柱脚_隅,,,
6253,26,21667.1,10627.3,2562.7,-1623.9,0.00212,0.00482,0.00806,0.01173,PSBP-45_柱脚_出隅,,,
6254,26,4386.176471,828.4925575,317.443038,-756.9824561,0.00272,0.01011,0.01643,0.01871,RFP-140_柱頭・柱脚_中,,,
6255,26,4171.539033,1090.887701,349.0636215,-502.5010893,0.00269,0.01017,0.0163,0.02089,RFP-140_柱頭・柱脚_出隅,,,
